# [普攻光波]-[光波强化]-[空]-[空]
# [空]-[空]-[空]-[空]
# [圣光标记]-[空]-[空]-[空]
# [传承技闪光]-[空]-[空]-[空]
# [空]-[空]-[空]-[空]
召唤冰刺,多重冰刺,光波传递,技能感电,冰刺强化
至圣标记,放置地雷,地雷毒液,随机标记,技能光枪
召唤光阵,标记闪光,闪光强化,光阵增幅,技能燃烧
技能光枪,光枪禁锢,标记共鸣,多重光枪,大范围闪光
标记闪光,召唤史莱姆,大范围闪光,技能毒环,毒素扩散
技能闪电,光波传递,召唤光阵,闪电过载,标记共鸣
技能感电,随机标记,标记闪光,召唤光阵,脉冲感电
召唤光阵,受击闪光,增强光波,至圣标记,技能毒环
标记共鸣,受击闪光,至圣标记,召唤冰刺,技能风暴
标记闪光,技能寒冷,环绕电球,扩张电球,标记强化
召唤冰刺,受击闪光,多重冰刺,技能燃烧,闪光光枪
技能光枪,召唤触手,触手闪电,触手集群,光枪禁锢
召唤光阵,标记闪光,增强光波,技能风暴,致盲延长
标记闪光,技能闪电,致盲延长,闪电延伸,闪光光枪
召唤史莱姆,增强光波,标记强化,技能光枪,圣光光枪
技能火弹,集中火弹,大范围闪光,稳定标记,闪光光枪
技能影刺,标记闪光,稳定标记,闪光强化,标记共鸣
光波传递,技能毒环,连续刃环,随机标记,召唤触手
召唤触手,技能燃烧,聚火成炎,闪光强化,触手闪电
召唤光阵,技能火弹,光阵致盲,标记共鸣,火弹闪光
标记闪光,闪光光枪,标记强化,技能火弹,闪光强化
技能感电,至圣标记,召唤光阵,标记共鸣,增强光波
光波传递,技能火弹,增强光波,火弹火精灵,集中火弹
技能闪电,标记闪光,闪电延伸,闪光强化,致盲延长
增强光波,召唤冰刺,技能毒液,闪光光枪,致盲延长
技能感电,致盲延长,稳定标记,环绕电球,持久电球
环绕电球,至圣标记,技能毒环,连续刃环,强效中毒
闪光强化,标记强化,技能撕裂,放置地雷,标记闪光
增强光波,技能光枪,召唤光阵,光波快充,持久光阵
技能燃烧,致盲延长,召唤刃环,精密切割,受击闪光
技能燃烧,标记强化,召唤冰刺,无尽冰刺,精准冰刺
召唤光阵,光阵致盲,至圣标记,稳定标记,技能毒液
技能毒液,闪光强化,召唤触手,标记闪光,触手闪电
技能撕裂,标记闪光,随机标记,闪光光枪,撕裂加深
技能燃烧,召唤触手,连击触手,暴躁触手,速攻触手
技能毒环,强效中毒,至圣标记,召唤光阵,光阵致盲
召唤光阵,技能撕裂,光阵庇护,大范围闪光,撕裂光阵
至圣标记,标记共鸣,技能撕裂,召唤刃环,大范围闪光
标记共鸣,大范围闪光,随机标记,技能毒液,致盲延长
技能影刺,影子转化,闪光光枪,受击闪光,召唤冰刺
技能燃烧,受击闪光,增强光波,召唤刃环,至圣标记
受击闪光,标记闪光,召唤触手,技能闪电,增强光波
技能寒冷,标记强化,寒气爆发,冰霜脉冲,召唤触手
标记强化,光波传递,致盲延长,放置地雷,技能风暴
标记闪光,增强光波,技能影刺,闪光强化,随机标记
受击闪光,光波传递,随机标记,技能燃烧,放置地雷
技能寒冷,增强光波,聚寒成冰,闪光光枪,光波传递
技能毒液,致盲延长,受击闪光,召唤刃环,大号刃环
技能寒冷,召唤史莱姆,致盲延长,标记共鸣,闪光光枪
技能毒环,标记闪光,增强光波,至圣标记,毒素污染
光波传递,技能闪电,致盲延长,召唤刃环,电解化毒
技能闪电,放置地雷,至圣标记,闪电延伸,地雷火焰
大范围闪光,增强光波,技能毒液,召唤刃环,受击刃环
闪光光枪,技能毒环,致盲延长,随机标记,召唤触手
闪光光枪,技能光枪,召唤史莱姆,光枪冰锥,圣光光枪
技能光枪,多重光枪,增强光波,光枪强化,致盲延长
标记闪光,技能寒冷,召唤光阵,光波快充,持久光阵
技能燃烧,召唤史莱姆,结队史莱姆,标记共鸣,燃烧引燃
致盲延长,技能撕裂,闪光光枪,光波传递,召唤史莱姆
标记闪光,技能风暴,风暴扩大,召唤冰刺,风暴加速
召唤刃环,稳定标记,大号刃环,标记闪光,闪光光枪
大范围闪光,稳定标记,召唤光阵,技能光枪,大型光阵
致盲延长,技能火弹,召唤史莱姆,多重火弹,长效史莱姆
技能毒液,毒液扩大,召唤光阵,标记强化,致盲延长
技能撕裂,放置地雷,致盲延长,闪光光枪,额外地雷
随机标记,放置地雷,技能撕裂,至圣标记,地雷毒液
至圣标记,技能撕裂,放置地雷,撕裂加深,标记共鸣
闪光光枪,增强光波,至圣标记,召唤冰刺,冰刺标记
闪光强化,召唤光阵,标记共鸣,随机标记,光波传递
标记共鸣,技能毒液,召唤刃环,召唤回旋刃,标记闪光
召唤刃环,稳定标记,受击闪光,技能风暴,受击风暴
技能感电,闪光光枪,闪光强化,召唤光阵,标记共鸣
技能火弹,闪光强化,召唤触手,致盲延长,大型触手
至圣标记,技能感电,脉冲感电,标记闪光,脉冲强化
技能风暴,召唤触手,增强光波,大范围闪光,风暴火环
标记闪光,技能寒冷,召唤冰刺,标记共鸣,致盲延长
技能毒液,召唤刃环,随机标记,双生刃环,标记共鸣
标记共鸣,技能寒冷,环绕电球,持久电球,标记强化
技能闪电,标记闪光,放置地雷,标记共鸣,地雷毒液
环绕电球,技能毒液,毒液扩大,影子电球,至圣标记
光波传递,召唤光阵,技能影刺,大范围闪光,影刺强化
光波传递,技能闪电,受击闪光,召唤冰刺,致盲延长
技能光枪,光枪闪光,标记强化,光波传递,闪光强化
放置地雷,增强光波,技能光枪,闪光强化,光枪禁锢
技能风暴,闪光光枪,至圣标记,受击闪光,放置地雷
稳定标记,标记共鸣,光波传递,技能毒液,召唤触手
增强光波,技能撕裂,召唤史莱姆,自爆史莱姆,标记共鸣
召唤冰刺,技能火弹,火弹弹射,闪光强化,冰刺再生
大范围闪光,技能感电,脉冲麻痹,致盲延长,闪光光枪
受击闪光,技能光枪,致盲延长,至圣标记,放置地雷
标记闪光,致盲延长,闪光光枪,放置地雷,大范围闪光
技能闪电,标记强化,放置地雷,标记闪光,闪电强化
闪光强化,技能影刺,召唤史莱姆,闪光光枪,致盲延长
闪光强化,技能风暴,稳定标记,风暴加速,风暴火环
召唤触手,随机标记,标记闪光,技能光枪,光枪落雷
技能风暴,环绕电球,增强光波,受击风暴,闪光强化
召唤刃环,技能风暴,风暴扩大,双生刃环,受击闪光
随机标记,召唤触手,技能燃烧,至圣标记,触手吞噬
受击闪光,标记共鸣,技能毒环,标记闪光,召唤史莱姆
致盲延长,技能光枪,至圣标记,光枪闪光,标记闪光
光波传递,召唤触手,连击触手,标记闪光,技能毒液
随机标记,技能风暴,召唤刃环,风暴加速,至圣标记
闪光光枪,致盲延长,技能寒冷,聚寒成冰,大范围闪光
技能寒冷,寒气爆发,标记共鸣,召唤刃环,冰霜爆破
召唤冰刺,技能感电,脉冲强化,无尽冰刺,标记闪光
大范围闪光,标记共鸣,召唤触手,随机标记,技能感电
技能风暴,风暴扩大,至圣标记,召唤史莱姆,增强光波
稳定标记,技能毒液,至圣标记,增强光波,标记闪光
召唤刃环,光波传递,双生刃环,技能燃烧,标记强化
技能影刺,死亡影刺,召唤冰刺,受击闪光,冰刺穿透
标记闪光,召唤刃环,技能撕裂,闪光光枪,精密切割
技能感电,受击闪光,召唤光阵,随机标记,持久光阵
至圣标记,召唤冰刺,技能撕裂,标记闪光,冰刺再生
标记闪光,技能火弹,多重火弹,火弹弹射,召唤触手
技能寒冷,标记共鸣,召唤冰刺,光波传递,精准冰刺
技能火弹,标记强化,闪光光枪,召唤史莱姆,附身史莱姆
大范围闪光,技能毒液,标记强化,长效毒液,召唤触手
召唤刃环,受击刃环,增强光波,双生刃环,至圣标记
随机标记,环绕电球,技能毒环,致盲延长,电球落雷
大范围闪光,技能毒环,毒素污染,随机标记,至圣标记
技能毒液,召唤刃环,召唤回旋刃,至圣标记,受击刃环
召唤触手,连击触手,随机标记,技能感电,闪光光枪
召唤冰刺,标记闪光,至圣标记,闪光光枪,技能燃烧
技能毒环,放置地雷,大范围闪光,闪光光枪,标记闪光
光波传递,致盲延长,随机标记,召唤刃环,标记共鸣
致盲延长,召唤光阵,随机标记,技能感电,光阵庇护
增强光波,技能毒液,闪光光枪,受击闪光,召唤刃环
环绕电球,影子电球,标记强化,密集电球,技能毒液
技能闪电,召唤冰刺,闪电延伸,闪电强化,冰刺再生
标记强化,增强光波,标记闪光,召唤触手,技能寒冷
标记共鸣,召唤冰刺,随机标记,冰刺再生,技能毒环
技能寒冷,聚寒成冰,冰冻冰锥,标记强化,环绕电球
光波传递,技能毒环,闪光光枪,标记闪光,召唤光阵
增强光波,放置地雷,技能毒液,烈性毒液,闪光强化
召唤刃环,技能毒液,增强光波,标记强化,标记闪光
稳定标记,闪光光枪,召唤刃环,技能风暴,召唤回旋刃
致盲延长,技能燃烧,召唤触手,闪光强化,连击触手
技能撕裂,召唤光阵,光阵吸引,闪光光枪,至圣标记
至圣标记,稳定标记,技能寒冷,召唤光阵,寒气爆发
召唤光阵,标记共鸣,增强光波,受击闪光,光阵增幅
标记强化,闪光光枪,标记闪光,技能风暴,光波传递
技能燃烧,聚火成炎,稳定标记,闪光强化,召唤光阵
技能毒液,召唤史莱姆,随机标记,标记闪光,受击闪光
标记共鸣,放置地雷,地雷溅射,地雷火焰,技能撕裂
稳定标记,大范围闪光,技能火弹,致盲延长,标记共鸣
环绕电球,增强光波,闪光光枪,大型电球,技能寒冷
闪光强化,至圣标记,标记强化,召唤触手,触手闪电
召唤光阵,光阵庇护,大型光阵,技能毒环,光波快充
至圣标记,稳定标记,技能寒冷,致盲延长,大范围闪光
技能撕裂,标记闪光,标记强化,受击闪光,闪光光枪
标记强化,技能毒液,光波传递,环绕电球,电球落雷
稳定标记,技能光枪,光枪光波,召唤光阵,大型光阵
技能燃烧,强效燃烧,受击闪光,至圣标记,燃烧引燃
技能火弹,增强光波,火弹闪光,召唤史莱姆,光波传递
技能闪电,放置地雷,地雷强化,大范围闪光,闪电过载
技能撕裂,光波传递,增强光波,标记共鸣,致命撕裂
闪光强化,召唤刃环,标记共鸣,召唤回旋刃,双生刃环
标记强化,技能光枪,召唤刃环,圣光光枪,受击刃环
召唤光阵,稳定标记,技能撕裂,至圣标记,标记闪光
召唤史莱姆,技能燃烧,剧毒史莱姆,闪光光枪,受击闪光
技能风暴,召唤触手,标记闪光,稳定标记,大型触手
技能寒冷,聚寒成冰,标记闪光,标记共鸣,冰冻冰锥
技能闪电,标记强化,闪电过载,光波传递,闪电延伸
放置地雷,技能闪电,随机标记,额外地雷,电解化毒
放置地雷,稳定标记,技能感电,标记闪光,脉冲感电
技能闪电,闪光光枪,标记共鸣,光波传递,召唤冰刺
致盲延长,技能寒冷,环绕电球,光波传递,大型电球
稳定标记,技能火弹,受击闪光,召唤光阵,多重火弹
技能感电,脉冲强化,闪光光枪,闪光强化,光波传递
闪光强化,标记共鸣,技能风暴,放置地雷,高效布雷
技能火弹,放置地雷,致盲延长,地雷溅射,多重火弹
技能撕裂,增强光波,召唤冰刺,标记闪光,撕裂冲击
随机标记,增强光波,技能撕裂,撕裂加深,致命撕裂
技能火弹,增强光波,火弹火精灵,光波传递,多重火弹
技能感电,放置地雷,光波传递,稳定标记,脉冲强化
随机标记,标记共鸣,技能闪电,放置地雷,地雷火焰
标记闪光,召唤史莱姆,结队史莱姆,闪光强化,致盲延长
标记闪光,致盲延长,闪光光枪,技能寒冷,召唤史莱姆
光波传递,标记共鸣,技能闪电,召唤史莱姆,闪电过载
技能燃烧,光波传递,召唤触手,速攻触手,聚火成炎
闪光光枪,标记共鸣,增强光波,环绕电球,技能风暴
放置地雷,技能感电,至圣标记,标记共鸣,地雷火焰
大范围闪光,召唤光阵,技能风暴,稳定标记,光阵增幅
技能风暴,风暴火环,召唤触手,闪光强化,风暴扩大
召唤光阵,技能撕裂,受击闪光,光阵致盲,标记闪光
技能感电,脉冲感电,标记共鸣,增强光波,脉冲强化
技能光枪,放置地雷,光枪落雷,稳定标记,地雷闪光
标记闪光,技能风暴,闪光强化,稳定标记,风暴扩大
技能影刺,影子转化,受击闪光,召唤史莱姆,光波传递
技能风暴,标记闪光,标记共鸣,召唤刃环,随机标记
技能燃烧,标记共鸣,强效燃烧,大范围闪光,标记强化
受击闪光,召唤刃环,技能闪电,电解化毒,刃环拉扯
放置地雷,致盲延长,技能风暴,额外地雷,风暴扩大
技能影刺,闪光光枪,召唤史莱姆,影刺强化,死亡影刺
大范围闪光,召唤史莱姆,剧毒史莱姆,标记强化,长效史莱姆
致盲延长,召唤刃环,技能光枪,多重光枪,召唤回旋刃
标记强化,光波传递,召唤光阵,技能闪电,持久光阵
召唤史莱姆,致盲延长,技能影刺,影刺强化,光波传递
召唤冰刺,闪光强化,技能光枪,光枪闪光,光枪禁锢
技能闪电,大范围闪光,放置地雷,电解化毒,闪电弹射
召唤史莱姆,稳定标记,技能闪电,至圣标记,闪光光枪
增强光波,技能寒冷,闪光强化,召唤光阵,光波快充
技能感电,环绕电球,电球落雷,致盲延长,大型电球
随机标记,技能感电,大范围闪光,召唤触手,增强光波
技能撕裂,大范围闪光,召唤冰刺,稳定标记,增强光波
标记共鸣,技能火弹,火弹闪光,集中火弹,召唤刃环
召唤光阵,技能寒冷,光阵吸引,增强光波,寒气爆发
技能毒液,召唤刃环,大范围闪光,标记强化,增强光波
致盲延长,召唤光阵,闪光光枪,光波快充,大范围闪光
技能风暴,致盲延长,标记闪光,大范围闪光,风暴扩大
技能闪电,稳定标记,召唤冰刺,无尽冰刺,闪光光枪
增强光波,技能光枪,环绕电球,大型电球,大范围闪光
技能毒液,稳定标记,标记闪光,闪光光枪,召唤刃环
技能火弹,光波传递,环绕电球,标记闪光,标记共鸣
技能撕裂,闪光强化,标记共鸣,撕裂加深,稳定标记
环绕电球,闪光强化,持久电球,技能感电,脉冲强化
技能毒环,中毒毒弹,增强光波,标记闪光,环绕电球
技能感电,增强光波,召唤触手,触手闪电,光波传递
技能光枪,标记闪光,至圣标记,增强光波,受击闪光
大范围闪光,召唤冰刺,技能撕裂,冰刺标记,精准冰刺
技能毒环,标记共鸣,环绕电球,电球落雷,闪光强化
技能感电,至圣标记,召唤光阵,稳定标记,持久光阵
大范围闪光,召唤刃环,闪光光枪,标记闪光,大号刃环
技能光枪,放置地雷,多重光枪,光枪闪光,至圣标记
技能寒冷,致盲延长,标记共鸣,受击闪光,随机标记
增强光波,技能风暴,召唤刃环,受击刃环,标记强化
随机标记,增强光波,技能毒环,毒素污染,中毒毒弹
技能撕裂,增强光波,标记共鸣,大范围闪光,致盲延长
技能寒冷,召唤刃环,刃环拉扯,标记闪光,标记共鸣
技能撕裂,标记共鸣,随机标记,闪光强化,短距撕裂
闪光光枪,增强光波,召唤冰刺,冰刺穿透,大范围闪光
闪光强化,技能撕裂,光波传递,召唤光阵,光阵吸引
技能风暴,闪光光枪,风暴拉扯,召唤刃环,标记共鸣
技能火弹,标记闪光,召唤史莱姆,火弹强化,多重火弹
召唤史莱姆,附身史莱姆,受击闪光,技能燃烧,增强光波
光波传递,技能风暴,闪光强化,风暴追踪,致盲延长
标记闪光,随机标记,致盲延长,召唤光阵,技能火弹
标记闪光,技能撕裂,致盲延长,短距撕裂,召唤刃环
稳定标记,致盲延长,技能闪电,召唤刃环,精密切割
技能毒液,增强光波,毒液扩大,闪光强化,闪光光枪
技能影刺,放置地雷,增强光波,光波传递,标记闪光
技能风暴,受击闪光,至圣标记,随机标记,风暴拉扯
大范围闪光,技能燃烧,召唤刃环,燃烧引燃,受击刃环
技能寒冷,召唤史莱姆,长效史莱姆,标记强化,大范围闪光
标记强化,召唤触手,大范围闪光,标记闪光,大型触手
标记强化,技能闪电,闪电延伸,标记闪光,闪电弹射
大范围闪光,技能寒冷,随机标记,召唤史莱姆,标记闪光
大范围闪光,环绕电球,至圣标记,稳定标记,技能感电
技能火弹,放置地雷,额外地雷,集中火弹,闪光强化
召唤冰刺,技能影刺,增强光波,受击闪光,无尽冰刺
大范围闪光,技能毒环,随机标记,召唤史莱姆,强效中毒
技能影刺,影子转化,召唤刃环,稳定标记,双生刃环
标记闪光,闪光强化,技能风暴,标记共鸣,标记强化
召唤触手,随机标记,技能毒液,光波传递,大型触手
召唤触手,技能影刺,影刺强化,触手闪电,致盲延长
闪光光枪,稳定标记,受击闪光,技能风暴,受击风暴
标记闪光,标记共鸣,闪光强化,致盲延长,技能毒环
环绕电球,密集电球,电球闪电,标记强化,扩张电球
技能感电,脉冲感电,标记共鸣,增强光波,受击闪光
技能光枪,光枪光波,召唤触手,光枪强化,触手集群
致盲延长,闪光光枪,至圣标记,标记强化,技能寒冷
技能光枪,召唤触手,致盲延长,速攻触手,触手闪电
至圣标记,技能影刺,死亡影刺,标记强化,闪光光枪
技能风暴,标记闪光,标记共鸣,风暴火环,召唤光阵
召唤触手,连击触手,标记共鸣,随机标记,技能感电
技能寒冷,标记强化,召唤光阵,聚寒成冰,增强光波
标记强化,技能燃烧,持久燃烧,受击闪光,召唤刃环
受击闪光,稳定标记,技能寒冷,寒气爆发,召唤光阵
召唤史莱姆,大范围闪光,自爆史莱姆,光波传递,分裂史莱姆
闪光强化,技能寒冷,标记强化,环绕电球,持久电球
标记强化,召唤触手,触手坍缩,速攻触手,技能毒环
技能毒环,召唤刃环,受击闪光,标记强化,大号刃环
技能风暴,标记共鸣,致盲延长,召唤光阵,风暴火环
技能闪电,标记闪光,闪光光枪,召唤冰刺,大范围闪光
标记闪光,闪光强化,标记共鸣,致盲延长,技能影刺
致盲延长,技能寒冷,闪光强化,寒气爆发,冰霜脉冲
受击闪光,标记强化,技能寒冷,环绕电球,持久电球
大范围闪光,随机标记,标记共鸣,放置地雷,光波传递
技能火弹,受击闪光,召唤触手,标记闪光,连击触手
环绕电球,至圣标记,稳定标记,闪光强化,电球落雷
技能寒冷,大范围闪光,闪光光枪,标记共鸣,召唤刃环
召唤刃环,大号刃环,技能影刺,致盲延长,落雷惩戒
技能毒环,受击毒环,受击闪光,召唤刃环,受击刃环
随机标记,大范围闪光,召唤冰刺,无尽冰刺,至圣标记
受击闪光,增强光波,召唤光阵,标记共鸣,标记闪光
技能感电,召唤冰刺,增强光波,大范围闪光,标记闪光
稳定标记,技能寒冷,光波传递,受击闪光,召唤史莱姆
大范围闪光,光波传递,技能撕裂,稳定标记,闪光光枪
标记共鸣,技能风暴,标记闪光,风暴拉扯,环绕电球
召唤光阵,光波传递,技能毒液,毒液扩大,标记共鸣
放置地雷,闪光光枪,标记闪光,技能闪电,增强光波
受击闪光,至圣标记,技能风暴,标记共鸣,风暴火环
受击闪光,技能闪电,稳定标记,闪电强化,光波传递
召唤光阵,闪光强化,标记共鸣,至圣标记,光阵增幅
标记强化,技能毒液,毒素累积,召唤刃环,召唤回旋刃
召唤冰刺,技能毒液,闪光强化,烈性毒液,标记闪光
召唤光阵,技能寒冷,致盲延长,大范围闪光,光阵庇护
技能闪电,召唤冰刺,冰刺标记,冰刺强化,受击闪光
标记共鸣,放置地雷,稳定标记,受击闪光,技能闪电
至圣标记,随机标记,技能影刺,落雷惩戒,标记闪光
至圣标记,技能闪电,受击闪光,随机标记,闪电延伸
闪光光枪,技能毒液,放置地雷,地雷强化,稳定标记
技能寒冷,召唤触手,闪光光枪,触手集群,标记强化
受击闪光,至圣标记,技能毒液,烈性毒液,毒素累积
随机标记,大范围闪光,增强光波,技能风暴,放置地雷
标记强化,技能毒液,长效毒液,召唤触手,连击触手
召唤触手,闪光强化,连击触手,触手坍缩,大型触手
技能风暴,标记共鸣,受击风暴,召唤刃环,风暴加速
召唤冰刺,增强光波,标记强化,至圣标记,闪光强化
技能火弹,标记强化,召唤刃环,火弹弹射,召唤回旋刃
技能毒液,召唤刃环,长效毒液,大号刃环,大范围闪光
标记闪光,受击闪光,技能风暴,环绕电球,至圣标记
技能寒冷,至圣标记,召唤光阵,光阵致盲,标记共鸣
技能燃烧,闪光强化,稳定标记,标记闪光,召唤刃环
召唤光阵,技能光枪,光阵增幅,持久光阵,受击闪光
放置地雷,至圣标记,技能燃烧,标记强化,受击闪光
技能燃烧,标记共鸣,大范围闪光,持久燃烧,召唤冰刺
标记共鸣,召唤刃环,技能寒冷,刃环拉扯,聚寒成冰
闪光光枪,召唤触手,受击闪光,标记共鸣,增强光波
技能风暴,受击风暴,至圣标记,随机标记,环绕电球
技能撕裂,标记共鸣,召唤史莱姆,稳定标记,分裂史莱姆
技能寒冷,寒气爆发,闪光强化,冰霜爆破,闪光光枪
致盲延长,标记闪光,增强光波,技能闪电,召唤冰刺
至圣标记,受击闪光,技能火弹,稳定标记,增强光波
标记强化,技能闪电,增强光波,光波传递,召唤光阵
技能火弹,召唤冰刺,火弹闪光,多重火弹,冰刺穿透
技能闪电,召唤冰刺,随机标记,闪光强化,闪电弹射
环绕电球,标记强化,电球发射,增强光波,技能影刺
技能燃烧,召唤刃环,聚火成炎,随机标记,致盲延长
技能毒液,增强光波,召唤冰刺,致盲延长,标记闪光
闪光光枪,标记强化,环绕电球,至圣标记,增强光波
随机标记,召唤光阵,技能影刺,标记共鸣,影子转化
技能毒环,闪光强化,受击毒环,至圣标记,标记共鸣
标记共鸣,随机标记,闪光光枪,技能燃烧,放置地雷
光波传递,技能燃烧,闪光强化,放置地雷,稳定标记
技能毒液,大范围闪光,召唤刃环,增强光波,标记强化
闪光强化,召唤刃环,标记共鸣,闪光光枪,标记闪光
大范围闪光,增强光波,标记闪光,致盲延长,技能闪电
闪光光枪,技能感电,脉冲麻痹,召唤史莱姆,随机标记
随机标记,标记共鸣,技能风暴,风暴加速,闪光强化
大范围闪光,放置地雷,技能毒环,强效中毒,标记共鸣
召唤冰刺,标记共鸣,多重冰刺,技能毒液,闪光强化
受击闪光,召唤史莱姆,至圣标记,标记闪光,随机标记
召唤光阵,技能影刺,标记强化,闪光强化,持久光阵
闪光强化,召唤光阵,大型光阵,技能光枪,光枪闪光
技能光枪,标记强化,放置地雷,地雷火焰,致盲延长
技能闪电,随机标记,光波传递,放置地雷,地雷闪光
技能毒液,环绕电球,至圣标记,电球落雷,扩张电球
技能闪电,标记闪光,大范围闪光,至圣标记,标记强化
技能毒液,烈性毒液,召唤光阵,致盲延长,光阵吸引
致盲延长,稳定标记,闪光光枪,闪光强化,放置地雷
召唤史莱姆,结队史莱姆,技能感电,大型脉冲,标记共鸣
召唤光阵,技能感电,光阵致盲,受击闪光,稳定标记
召唤光阵,标记闪光,持久光阵,技能燃烧,光阵增幅
技能风暴,至圣标记,风暴追踪,稳定标记,闪光光枪
召唤刃环,增强光波,标记强化,召唤回旋刃,闪光光枪
放置地雷,技能寒冷,至圣标记,寒气爆发,稳定标记
技能撕裂,撕裂加深,标记共鸣,随机标记,召唤触手
放置地雷,地雷火焰,技能寒冷,增强光波,地雷强化
召唤刃环,技能感电,双生刃环,增强光波,闪光强化
技能光枪,闪光强化,召唤光阵,标记共鸣,增强光波
致盲延长,技能毒液,环绕电球,闪光光枪,光波传递
技能燃烧,光波传递,标记强化,受击闪光,持久燃烧
光波传递,随机标记,大范围闪光,闪光光枪,放置地雷
至圣标记,受击闪光,致盲延长,技能风暴,稳定标记
技能闪电,闪电延伸,标记共鸣,召唤刃环,受击闪光
技能火弹,召唤光阵,火弹火精灵,至圣标记,随机标记
光波传递,召唤刃环,技能毒液,召唤回旋刃,稳定标记
放置地雷,闪光光枪,地雷溅射,技能闪电,增强光波
技能撕裂,标记共鸣,召唤光阵,受击闪光,短距撕裂
召唤冰刺,技能寒冷,增强光波,标记共鸣,稳定标记
至圣标记,受击闪光,召唤史莱姆,技能毒液,长效毒液
标记强化,技能风暴,风暴扩大,大范围闪光,风暴火环
技能撕裂,受击闪光,致命撕裂,召唤触手,短距撕裂
放置地雷,标记闪光,地雷毒液,增强光波,额外地雷
放置地雷,技能闪电,地雷强化,随机标记,致盲延长
致盲延长,技能撕裂,撕裂冲击,召唤光阵,光波传递
召唤光阵,闪光光枪,增强光波,技能风暴,随机标记
召唤冰刺,无尽冰刺,标记共鸣,技能毒环,强效中毒
技能寒冷,增强光波,放置地雷,致盲延长,至圣标记
技能毒液,随机标记,闪光光枪,标记闪光,召唤刃环
标记强化,技能闪电,大范围闪光,标记闪光,闪电弹射
致盲延长,召唤史莱姆,技能毒液,受击闪光,烈性毒液
标记闪光,技能感电,召唤刃环,脉冲强化,刃环拉扯
标记强化,大范围闪光,闪光光枪,召唤刃环,至圣标记
标记强化,技能燃烧,大范围闪光,召唤光阵,光阵庇护
召唤刃环,双生刃环,随机标记,增强光波,技能光枪
技能寒冷,致盲延长,召唤触手,大型触手,触手坍缩
技能影刺,召唤光阵,受击闪光,闪光光枪,大型光阵
闪光光枪,致盲延长,技能光枪,召唤刃环,光波传递
